日期（Unix time）,第1近大台期貨距到期日秒數,第1近大台期貨開盤價,第1近大台期貨收盤價,第1近大台期貨成交量,第1近大台期貨未沖銷契約數,第2近大台期貨距到期日秒數,第2近大台期貨開盤價,第2近大台期貨收盤價,第2近大台期貨成交量,第2近大台期貨未沖銷契約數,第3近大台期貨距到期日秒數,第3近大台期貨開盤價,第3近大台期貨收盤價,第3近大台期貨成交量,第3近大台期貨未沖銷契約數,第4近大台期貨距到期日秒數,第4近大台期貨開盤價,第4近大台期貨收盤價,第4近大台期貨成交量,第4近大台期貨未沖銷契約數,第5近大台期貨距到期日秒數,第5近大台期貨開盤價,第5近大台期貨收盤價,第5近大台期貨成交量,第5近大台期貨未沖銷契約數,第6近大台期貨距到期日秒數,第6近大台期貨開盤價,第6近大台期貨收盤價,第6近大台期貨成交量,第6近大台期貨未沖銷契約數
1611504000.000000,2035800.000000,15956.000000,15912.000000,168191.000000,85538.000000,4455000.000000,15880.000000,15841.000000,1996.000000,12184.000000,7479000.000000,15845.000000,15793.000000,134.000000,249.000000,12317400.000000,15756.000000,15674.000000,102.000000,2942.000000,20179800.000000,15293.000000,15269.000000,102.000000,1314.000000,28042200.000000,15160.000000,15140.000000,41.000000,456.000000
1611590400.000000,1949400.000000,15865.000000,15626.000000,230474.000000,85732.000000,4368600.000000,15802.000000,15552.000000,3826.000000,14572.000000,7392600.000000,15769.000000,15495.000000,216.000000,317.000000,12231000.000000,15645.000000,15388.000000,152.000000,2999.000000,20093400.000000,15261.000000,14981.000000,118.000000,1381.000000,27955800.000000,15141.000000,14864.000000,74.000000,467.000000
1611676800.000000,1863000.000000,15725.000000,15660.000000,184037.000000,83785.000000,4282200.000000,15650.000000,15580.000000,2699.000000,15218.000000,7306200.000000,15580.000000,15557.000000,191.000000,437.000000,12144600.000000,15500.000000,15410.000000,136.000000,3083.000000,20007000.000000,15101.000000,15004.000000,84.000000,1411.000000,27869400.000000,14988.000000,14877.000000,8.000000,464.000000
1611763200.000000,1776600.000000,15411.000000,15383.000000,202151.000000,83747.000000,4195800.000000,15320.000000,15308.000000,2316.000000,16401.000000,7219800.000000,15252.000000,15264.000000,257.000000,548.000000,12058200.000000,15214.000000,15163.000000,126.000000,3132.000000,19920600.000000,14728.000000,14727.000000,134.000000,1489.000000,27783000.000000,14700.000000,14597.000000,60.000000,436.000000
1611849600.000000,1690200.000000,15498.000000,15075.000000,206011.000000,81764.000000,4109400.000000,15432.000000,14998.000000,3984.000000,17418.000000,7133400.000000,15372.000000,14946.000000,135.000000,643.000000,11971800.000000,15266.000000,14842.000000,293.000000,3163.000000,19834200.000000,14843.000000,14434.000000,139.000000,1526.000000,27696600.000000,14797.000000,14298.000000,38.000000,420.000000
1612108800.000000,1431000.000000,15156.000000,15360.000000,164870.000000,79896.000000,3850200.000000,15003.000000,15291.000000,3622.000000,18902.000000,6874200.000000,15056.000000,15235.000000,254.000000,859.000000,11712600.000000,14949.000000,15152.000000,50.000000,3178.000000,19575000.000000,14529.000000,14712.000000,25.000000,1519.000000,27437400.000000,14397.000000,14582.000000,39.000000,423.000000
1612195200.000000,1344600.000000,15469.000000,15755.000000,177487.000000,77165.000000,3763800.000000,15400.000000,15683.000000,6401.000000,21939.000000,6787800.000000,15353.000000,15627.000000,666.000000,1414.000000,11626200.000000,15235.000000,15509.000000,136.000000,3265.000000,19488600.000000,14805.000000,15082.000000,72.000000,1520.000000,27351000.000000,14714.000000,14942.000000,57.000000,409.000000
1612281600.000000,1258200.000000,15864.000000,15772.000000,145093.000000,67097.000000,3677400.000000,15798.000000,15696.000000,7244.000000,24938.000000,6701400.000000,15741.000000,15644.000000,635.000000,1960.000000,11539800.000000,15616.000000,15522.000000,144.000000,3358.000000,19402200.000000,15140.000000,15070.000000,27.000000,1528.000000,27264600.000000,15048.000000,14978.000000,43.000000,444.000000
1612368000.000000,1171800.000000,15721.000000,15701.000000,179004.000000,49701.000000,3591000.000000,15660.000000,15611.000000,25801.000000,41978.000000,6615000.000000,15566.000000,15547.000000,290.000000,2103.000000,11453400.000000,15395.000000,15427.000000,90.000000,3407.000000,19315800.000000,15033.000000,15010.000000,105.000000,1553.000000,27178200.000000,14798.000000,14858.000000,44.000000,411.000000
1612454400.000000,1085400.000000,15809.000000,15804.000000,178540.000000,32848.000000,3504600.000000,15731.000000,15716.000000,31058.000000,58507.000000,6528600.000000,15668.000000,15654.000000,348.000000,2128.000000,11367000.000000,15536.000000,15529.000000,86.000000,3406.000000,19229400.000000,15120.000000,15146.000000,37.000000,1552.000000,27091800.000000,14945.000000,14960.000000,18.000000,414.000000
1613491200.000000,48600.000000,16261.000000,16326.000000,100608.000000,21454.000000,2467800.000000,16128.000000,16339.000000,67559.000000,72817.000000,5491800.000000,16109.000000,16267.000000,828.000000,2541.000000,10330200.000000,15946.000000,16143.000000,162.000000,3465.000000,18192600.000000,15510.000000,15642.000000,63.000000,1561.000000,26055000.000000,15335.000000,15557.000000,68.000000,449.000000
1613577600.000000,2381400.000000,16374.000000,16380.000000,152979.000000,78450.000000,5405400.000000,16301.000000,16322.000000,1746.000000,3402.000000,7824600.000000,16246.000000,16263.000000,38.000000,17.000000,10243800.000000,16182.000000,16215.000000,72.000000,3468.000000,18106200.000000,15763.000000,15791.000000,26.000000,1559.000000,25968600.000000,15577.000000,15631.000000,74.000000,476.000000
1613664000.000000,2295000.000000,16301.000000,16314.000000,152680.000000,77388.000000,5319000.000000,16238.000000,16248.000000,1176.000000,3938.000000,7738200.000000,16178.000000,16191.000000,186.000000,113.000000,10157400.000000,16141.000000,16125.000000,100.000000,3510.000000,18019800.000000,15682.000000,15692.000000,65.000000,1617.000000,25882200.000000,15528.000000,15531.000000,59.000000,456.000000
1613923200.000000,2035800.000000,16480.000000,16385.000000,151539.000000,79173.000000,5059800.000000,16409.000000,16320.000000,1599.000000,4836.000000,7479000.000000,16348.000000,16267.000000,168.000000,179.000000,9898200.000000,16241.000000,16190.000000,55.000000,3505.000000,17760600.000000,15890.000000,15773.000000,39.000000,1637.000000,25623000.000000,15699.000000,15619.000000,55.000000,488.000000
1614009600.000000,1949400.000000,16223.000000,16437.000000,136807.000000,81294.000000,4973400.000000,16169.000000,16369.000000,1723.000000,5636.000000,7392600.000000,16101.000000,16299.000000,146.000000,239.000000,9811800.000000,16059.000000,16247.000000,106.000000,3492.000000,17674200.000000,15623.000000,15813.000000,33.000000,1662.000000,25536600.000000,15462.000000,15646.000000,15.000000,488.000000
1614096000.000000,1863000.000000,16300.000000,16182.000000,180413.000000,81350.000000,4887000.000000,16242.000000,16103.000000,3187.000000,7766.000000,7306200.000000,16184.000000,16029.000000,110.000000,300.000000,9725400.000000,16111.000000,15980.000000,66.000000,3500.000000,17587800.000000,15735.000000,15539.000000,55.000000,1695.000000,25450200.000000,15520.000000,15376.000000,74.000000,458.000000
1614182400.000000,1776600.000000,16388.000000,16388.000000,135256.000000,78430.000000,4800600.000000,16287.000000,16307.000000,2746.000000,9959.000000,7219800.000000,16232.000000,16240.000000,207.000000,364.000000,9639000.000000,16182.000000,16170.000000,85.000000,3540.000000,17501400.000000,15735.000000,15723.000000,37.000000,1727.000000,25363800.000000,15526.000000,15536.000000,14.000000,452.000000
1614268800.000000,1690200.000000,16037.000000,15935.000000,197795.000000,83132.000000,4714200.000000,15973.000000,15856.000000,2042.000000,10523.000000,7133400.000000,15908.000000,15774.000000,152.000000,467.000000,9552600.000000,15841.000000,15721.000000,106.000000,3606.000000,17415000.000000,15400.000000,15279.000000,45.000000,1723.000000,25277400.000000,15180.000000,15085.000000,77.000000,423.000000
1614614400.000000,1344600.000000,16249.000000,15907.000000,146577.000000,83021.000000,4368600.000000,16161.000000,15837.000000,1887.000000,10957.000000,6787800.000000,16092.000000,15754.000000,90.000000,502.000000,9207000.000000,16026.000000,15716.000000,57.000000,3617.000000,17069400.000000,15550.000000,15258.000000,31.000000,1723.000000,24931800.000000,15388.000000,15041.000000,32.000000,418.000000
1614700800.000000,1258200.000000,16000.000000,16181.000000,153225.000000,80831.000000,4282200.000000,15940.000000,16114.000000,2419.000000,10962.000000,6701400.000000,15883.000000,16030.000000,79.000000,547.000000,9120600.000000,15812.000000,15963.000000,35.000000,3627.000000,16983000.000000,15370.000000,15516.000000,11.000000,1728.000000,24845400.000000,15171.000000,15322.000000,37.000000,420.000000
1614787200.000000,1171800.000000,16025.000000,15925.000000,198855.000000,78228.000000,4195800.000000,15964.000000,15855.000000,2248.000000,12209.000000,6615000.000000,15890.000000,15785.000000,185.000000,561.000000,9034200.000000,15843.000000,15716.000000,82.000000,3617.000000,16896600.000000,15390.000000,15245.000000,60.000000,1719.000000,24759000.000000,15142.000000,15076.000000,38.000000,406.000000
1614873600.000000,1085400.000000,15601.000000,15855.000000,168446.000000,78960.000000,4109400.000000,15527.000000,15782.000000,2209.000000,12442.000000,6528600.000000,15517.000000,15712.000000,166.000000,625.000000,8947800.000000,15413.000000,15602.000000,54.000000,3628.000000,16810200.000000,14978.000000,15249.000000,23.000000,1717.000000,24672600.000000,14770.000000,14973.000000,26.000000,407.000000
1615132800.000000,826200.000000,15950.000000,15816.000000,175531.000000,78463.000000,3850200.000000,15872.000000,15748.000000,3020.000000,13158.000000,6269400.000000,15832.000000,15690.000000,244.000000,638.000000,8688600.000000,15754.000000,15621.000000,78.000000,3634.000000,16551000.000000,15318.000000,15223.000000,20.000000,1718.000000,24413400.000000,15112.000000,14975.000000,17.000000,410.000000
1615219200.000000,739800.000000,15810.000000,15822.000000,171528.000000,77641.000000,3763800.000000,15754.000000,15766.000000,2482.000000,14042.000000,6183000.000000,15684.000000,15711.000000,475.000000,900.000000,8602200.000000,15615.000000,15649.000000,269.000000,3591.000000,16464600.000000,15088.000000,15199.000000,37.000000,1716.000000,24327000.000000,14925.000000,15010.000000,12.000000,411.000000
1615305600.000000,653400.000000,15977.000000,15883.000000,136272.000000,74212.000000,3677400.000000,15930.000000,15818.000000,2488.000000,14905.000000,6096600.000000,15830.000000,15762.000000,128.000000,917.000000,8515800.000000,15786.000000,15688.000000,37.000000,3594.000000,16378200.000000,15327.000000,15216.000000,7.000000,1718.000000,24240600.000000,15140.000000,15062.000000,15.000000,409.000000
1615392000.000000,567000.000000,15951.000000,16174.000000,135436.000000,75792.000000,3591000.000000,15899.000000,16110.000000,4328.000000,16552.000000,6010200.000000,15846.000000,16045.000000,221.000000,976.000000,8429400.000000,15767.000000,15987.000000,124.000000,3601.000000,16291800.000000,15450.000000,15539.000000,49.000000,1717.000000,24154200.000000,15152.000000,15352.000000,34.000000,416.000000
1615478400.000000,480600.000000,16276.000000,16222.000000,116406.000000,67847.000000,3504600.000000,16208.000000,16156.000000,9105.000000,22106.000000,5923800.000000,16138.000000,16100.000000,219.000000,1040.000000,8343000.000000,16091.000000,16038.000000,71.000000,3607.000000,16205400.000000,15600.000000,15585.000000,27.000000,1726.000000,24067800.000000,15401.000000,15389.000000,15.000000,416.000000
1615737600.000000,221400.000000,16206.000000,16200.000000,125844.000000,49663.000000,3245400.000000,16144.000000,16137.000000,29609.000000,43602.000000,5664600.000000,16078.000000,16078.000000,241.000000,1086.000000,8083800.000000,16020.000000,16017.000000,118.000000,3656.000000,15946200.000000,15556.000000,15564.000000,46.000000,1748.000000,23808600.000000,15360.000000,15362.000000,9.000000,416.000000
1615824000.000000,135000.000000,16250.000000,16305.000000,128695.000000,32125.000000,3159000.000000,16192.000000,16240.000000,38166.000000,64011.000000,5578200.000000,16111.000000,16181.000000,358.000000,1089.000000,7997400.000000,16050.000000,16114.000000,307.000000,3721.000000,15859800.000000,15603.000000,15680.000000,80.000000,1794.000000,23722200.000000,15401.000000,15472.000000,46.000000,444.000000
1615910400.000000,48600.000000,16304.000000,16176.000000,72615.000000,16409.000000,3072600.000000,16252.000000,16160.000000,57926.000000,77065.000000,5491800.000000,16192.000000,16099.000000,368.000000,1229.000000,7911000.000000,16116.000000,16036.000000,57.000000,3736.000000,15773400.000000,15667.000000,15578.000000,68.000000,1824.000000,23635800.000000,15455.000000,15379.000000,37.000000,416.000000
1615996800.000000,2986200.000000,16255.000000,16239.000000,138744.000000,81291.000000,5405400.000000,16192.000000,16175.000000,1235.000000,1622.000000,7824600.000000,16120.000000,16115.000000,158.000000,3768.000000,15687000.000000,15680.000000,15655.000000,85.000000,1824.000000,23549400.000000,15465.000000,15465.000000,56.000000,444.000000,31411800.000000,15400.000000,15316.000000,92.000000,71.000000
1616083200.000000,2899800.000000,16100.000000,16012.000000,149724.000000,82807.000000,5319000.000000,16049.000000,15956.000000,1460.000000,2126.000000,7738200.000000,15976.000000,15900.000000,269.000000,3696.000000,15600600.000000,15512.000000,15441.000000,118.000000,1860.000000,23463000.000000,15300.000000,15243.000000,63.000000,441.000000,31325400.000000,15108.000000,15111.000000,18.000000,84.000000
1616342400.000000,2640600.000000,16018.000000,16140.000000,134577.000000,81143.000000,5059800.000000,15979.000000,16083.000000,1797.000000,2463.000000,7479000.000000,15900.000000,16020.000000,297.000000,3732.000000,15341400.000000,15421.000000,15570.000000,29.000000,1864.000000,23203800.000000,15156.000000,15372.000000,12.000000,449.000000,31066200.000000,15093.000000,15220.000000,21.000000,100.000000
1616428800.000000,2554200.000000,16223.000000,16120.000000,117179.000000,81288.000000,4973400.000000,16168.000000,16065.000000,1492.000000,2890.000000,7392600.000000,16105.000000,16005.000000,122.000000,3739.000000,15255000.000000,15650.000000,15547.000000,36.000000,1863.000000,23117400.000000,15451.000000,15356.000000,6.000000,447.000000,30979800.000000,15286.000000,15214.000000,8.000000,106.000000
1616515200.000000,2467800.000000,16019.000000,15983.000000,131876.000000,82173.000000,4887000.000000,15975.000000,15931.000000,1294.000000,3384.000000,7306200.000000,15905.000000,15866.000000,206.000000,3736.000000,15168600.000000,15450.000000,15410.000000,73.000000,1850.000000,23031000.000000,15265.000000,15215.000000,28.000000,448.000000,30893400.000000,15102.000000,15036.000000,3.000000,108.000000
1616601600.000000,2381400.000000,15890.000000,16032.000000,136413.000000,80915.000000,4800600.000000,15842.000000,15981.000000,1553.000000,3797.000000,7219800.000000,15794.000000,15915.000000,121.000000,3727.000000,15082200.000000,15312.000000,15454.000000,66.000000,1857.000000,22944600.000000,15146.000000,15264.000000,50.000000,475.000000,30807000.000000,15033.000000,15127.000000,9.000000,113.000000
1616688000.000000,2295000.000000,16095.000000,16288.000000,123696.000000,85348.000000,4714200.000000,16042.000000,16234.000000,1627.000000,3878.000000,7133400.000000,15968.000000,16168.000000,335.000000,3756.000000,14995800.000000,15538.000000,15698.000000,76.000000,1869.000000,22858200.000000,15340.000000,15511.000000,66.000000,471.000000,30720600.000000,15194.000000,15366.000000,32.000000,127.000000
1616947200.000000,2035800.000000,16370.000000,16411.000000,112333.000000,82927.000000,4455000.000000,16326.000000,16358.000000,1598.000000,4547.000000,6874200.000000,16260.000000,16298.000000,250.000000,3786.000000,14736600.000000,15795.000000,15822.000000,40.000000,1872.000000,22599000.000000,15581.000000,15637.000000,50.000000,480.000000,30461400.000000,15471.000000,15493.000000,49.000000,166.000000
1617033600.000000,1949400.000000,16469.000000,16519.000000,100799.000000,83442.000000,4368600.000000,16415.000000,16469.000000,1344.000000,4767.000000,6787800.000000,16362.000000,16413.000000,133.000000,3757.000000,14650200.000000,15908.000000,15939.000000,49.000000,1884.000000,22512600.000000,15717.000000,15752.000000,22.000000,489.000000,30375000.000000,15536.000000,15604.000000,16.000000,171.000000
1617120000.000000,1863000.000000,16540.000000,16422.000000,104772.000000,80305.000000,4282200.000000,16484.000000,16379.000000,1995.000000,5702.000000,6701400.000000,16428.000000,16314.000000,101.000000,3723.000000,14563800.000000,15949.000000,15860.000000,88.000000,1894.000000,22426200.000000,15769.000000,15651.000000,34.000000,506.000000,30288600.000000,15603.000000,15528.000000,9.000000,176.000000
1617206400.000000,1776600.000000,16535.000000,16551.000000,115342.000000,77860.000000,4195800.000000,16478.000000,16499.000000,2041.000000,6432.000000,6615000.000000,16422.000000,16450.000000,283.000000,3884.000000,14477400.000000,15968.000000,15969.000000,56.000000,1895.000000,22339800.000000,15790.000000,15778.000000,27.000000,503.000000,30202200.000000,15542.000000,15557.000000,4.000000,175.000000
1617638400.000000,1344600.000000,16760.000000,16731.000000,103549.000000,78295.000000,3763800.000000,16722.000000,16679.000000,1427.000000,6930.000000,6183000.000000,16652.000000,16628.000000,194.000000,4007.000000,14045400.000000,16180.000000,16158.000000,65.000000,1898.000000,21907800.000000,15998.000000,15975.000000,39.000000,509.000000,29770200.000000,15845.000000,15825.000000,49.000000,209.000000
1617724800.000000,1258200.000000,16777.000000,16768.000000,93030.000000,75515.000000,3677400.000000,16720.000000,16721.000000,1013.000000,7229.000000,6096600.000000,16681.000000,16670.000000,153.000000,4066.000000,13959000.000000,16184.000000,16199.000000,69.000000,1903.000000,21821400.000000,16020.000000,16016.000000,26.000000,521.000000,29683800.000000,15800.000000,15849.000000,2.000000,221.000000
1617811200.000000,1171800.000000,16715.000000,16930.000000,111596.000000,78584.000000,3591000.000000,16661.000000,16885.000000,2168.000000,7856.000000,6010200.000000,16625.000000,16825.000000,123.000000,4088.000000,13872600.000000,16138.000000,16348.000000,61.000000,1907.000000,21735000.000000,15989.000000,16171.000000,55.000000,541.000000,29597400.000000,15826.000000,16017.000000,58.000000,223.000000
1617897600.000000,1085400.000000,16952.000000,16841.000000,103181.000000,74391.000000,3504600.000000,16904.000000,16801.000000,1947.000000,8872.000000,5923800.000000,16857.000000,16750.000000,281.000000,4170.000000,13786200.000000,16395.000000,16289.000000,70.000000,1906.000000,21648600.000000,16224.000000,16109.000000,34.000000,559.000000,29511000.000000,16058.000000,15979.000000,6.000000,223.000000
1618156800.000000,826200.000000,16895.000000,16834.000000,113383.000000,73388.000000,3245400.000000,16863.000000,16793.000000,2257.000000,9696.000000,5664600.000000,16805.000000,16748.000000,295.000000,4371.000000,13527000.000000,16356.000000,16302.000000,66.000000,1923.000000,21389400.000000,16196.000000,16105.000000,45.000000,584.000000,29251800.000000,16010.000000,15976.000000,28.000000,226.000000
1618243200.000000,739800.000000,16910.000000,16795.000000,150603.000000,73210.000000,3159000.000000,16859.000000,16755.000000,3522.000000,11034.000000,5578200.000000,16829.000000,16708.000000,585.000000,4627.000000,13440600.000000,16342.000000,16245.000000,118.000000,1941.000000,21303000.000000,16179.000000,16076.000000,57.000000,613.000000,29165400.000000,16037.000000,15940.000000,24.000000,237.000000
1618329600.000000,653400.000000,16860.000000,16856.000000,185298.000000,68160.000000,3072600.000000,16819.000000,16814.000000,5660.000000,11916.000000,5491800.000000,16773.000000,16769.000000,572.000000,4709.000000,13354200.000000,16335.000000,16307.000000,71.000000,1951.000000,21216600.000000,16142.000000,16140.000000,50.000000,631.000000,29079000.000000,16006.000000,16004.000000,24.000000,239.000000
1618416000.000000,567000.000000,16881.000000,17071.000000,132033.000000,69647.000000,2986200.000000,16836.000000,17024.000000,4702.000000,12439.000000,5405400.000000,16787.000000,16975.000000,441.000000,4961.000000,13267800.000000,16349.000000,16505.000000,81.000000,1990.000000,21130200.000000,16171.000000,16342.000000,65.000000,647.000000,28992600.000000,16018.000000,16195.000000,65.000000,263.000000
1618502400.000000,480600.000000,17062.000000,17158.000000,127426.000000,67187.000000,2899800.000000,17028.000000,17115.000000,7848.000000,17544.000000,5319000.000000,16968.000000,17065.000000,614.000000,5467.000000,13181400.000000,16506.000000,16594.000000,101.000000,2072.000000,21043800.000000,16342.000000,16430.000000,41.000000,658.000000,28906200.000000,16192.000000,16294.000000,20.000000,269.000000
1618761600.000000,221400.000000,17118.000000,17271.000000,124734.000000,47797.000000,2640600.000000,17070.000000,17222.000000,29135.000000,38635.000000,5059800.000000,17040.000000,17164.000000,698.000000,5916.000000,12922200.000000,16572.000000,16690.000000,220.000000,2216.000000,20784600.000000,16400.000000,16513.000000,82.000000,647.000000,28647000.000000,16290.000000,16357.000000,26.000000,276.000000
1618848000.000000,135000.000000,17238.000000,17319.000000,114295.000000,30045.000000,2554200.000000,17175.000000,17256.000000,29202.000000,57269.000000,4973400.000000,17134.000000,17197.000000,436.000000,6108.000000,12835800.000000,16656.000000,16717.000000,127.000000,2258.000000,20698200.000000,16494.000000,16541.000000,43.000000,652.000000,28560600.000000,16348.000000,16383.000000,9.000000,279.000000
1618934400.000000,48600.000000,17225.000000,17231.000000,83992.000000,16778.000000,2467800.000000,17164.000000,17138.000000,57490.000000,67688.000000,4887000.000000,17106.000000,17078.000000,401.000000,6359.000000,12749400.000000,16617.000000,16602.000000,75.000000,2257.000000,20611800.000000,16453.000000,16426.000000,73.000000,668.000000,28474200.000000,16292.000000,16290.000000,66.000000,308.000000
1619020800.000000,2381400.000000,17258.000000,17109.000000,189953.000000,73534.000000,4800600.000000,17200.000000,17054.000000,2117.000000,7079.000000,7824600.000000,16983.000000,16810.000000,73.000000,44.000000,12663000.000000,16718.000000,16569.000000,148.000000,2279.000000,20525400.000000,16532.000000,16367.000000,72.000000,674.000000,28387800.000000,16382.000000,16222.000000,16.000000,307.000000
